timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1776040331393,304,Confirmation Request,200,OK,Load Testing Thread 1-9,text,true,,5780,364,31,31,https://blazedemo.com/confirmation.php,299,0,0
1776040331393,345,Confirmation Request,200,OK,Load Testing Thread 1-22,text,true,,5780,364,30,30,https://blazedemo.com/confirmation.php,341,0,0
1776040331473,314,Confirmation Request,200,OK,Load Testing Thread 1-5,text,true,,5780,364,29,29,https://blazedemo.com/confirmation.php,309,0,0
1776040331222,573,Confirmation Request,200,OK,Load Testing Thread 1-37,text,true,,5780,364,28,28,https://blazedemo.com/confirmation.php,564,0,0
1776040331237,598,Confirmation Request,200,OK,Load Testing Thread 1-21,text,true,,5780,364,27,27,https://blazedemo.com/confirmation.php,595,0,0
1776040331378,471,Confirmation Request,200,OK,Load Testing Thread 1-19,text,true,,5780,364,26,26,https://blazedemo.com/confirmation.php,464,0,0
1776040331476,373,Confirmation Request,200,OK,Load Testing Thread 1-14,text,true,,5780,364,26,26,https://blazedemo.com/confirmation.php,368,0,0
1776040331051,825,Confirmation Request,200,OK,Load Testing Thread 1-8,text,true,,5780,364,24,24,https://blazedemo.com/confirmation.php,821,0,0
1776040331473,415,Confirmation Request,200,OK,Load Testing Thread 1-20,text,true,,5780,364,23,23,https://blazedemo.com/confirmation.php,411,0,0
1776040331175,725,Confirmation Request,200,OK,Load Testing Thread 1-11,text,true,,5780,364,22,22,https://blazedemo.com/confirmation.php,722,0,0
1776040331362,578,Confirmation Request,200,OK,Load Testing Thread 1-25,text,true,,5780,364,21,21,https://blazedemo.com/confirmation.php,572,0,0
1776040331549,402,Confirmation Request,200,OK,Load Testing Thread 1-4,text,true,,5780,364,20,20,https://blazedemo.com/confirmation.php,397,0,0
1776040331641,347,Confirmation Request,200,OK,Load Testing Thread 1-39,text,true,,5780,364,19,19,https://blazedemo.com/confirmation.php,342,0,0
1776040331565,435,Confirmation Request,200,OK,Load Testing Thread 1-3,text,true,,5780,364,18,18,https://blazedemo.com/confirmation.php,427,0,0
1776040331672,348,Confirmation Request,200,OK,Load Testing Thread 1-13,text,true,,5780,364,17,17,https://blazedemo.com/confirmation.php,345,0,0
1776040331598,460,Confirmation Request,200,OK,Load Testing Thread 1-24,text,true,,5780,364,16,16,https://blazedemo.com/confirmation.php,454,0,0
1776040331491,618,Confirmation Request,200,OK,Load Testing Thread 1-32,text,true,,5780,364,15,15,https://blazedemo.com/confirmation.php,614,0,0
1776040331362,880,Confirmation Request,200,OK,Load Testing Thread 1-15,text,true,,5780,364,14,14,https://blazedemo.com/confirmation.php,870,0,0
1776040331947,302,Confirmation Request,200,OK,Load Testing Thread 1-27,text,true,,5780,364,13,13,https://blazedemo.com/confirmation.php,298,0,0
1776040331718,714,Confirmation Request,200,OK,Load Testing Thread 1-2,text,true,,5780,364,12,12,https://blazedemo.com/confirmation.php,711,0,0
1776040332054,394,Confirmation Request,200,OK,Load Testing Thread 1-16,text,true,,5780,364,11,11,https://blazedemo.com/confirmation.php,390,0,0
1776040332070,449,Confirmation Request,200,OK,Load Testing Thread 1-34,text,true,,5780,364,10,10,https://blazedemo.com/confirmation.php,444,0,0
1776040332148,390,Confirmation Request,200,OK,Load Testing Thread 1-12,text,true,,5780,364,9,9,https://blazedemo.com/confirmation.php,385,0,0
1776040332194,459,Confirmation Request,200,OK,Load Testing Thread 1-7,text,true,,5780,364,8,8,https://blazedemo.com/confirmation.php,455,0,0
1776040331962,872,Confirmation Request,200,OK,Load Testing Thread 1-31,text,true,,5780,364,7,7,https://blazedemo.com/confirmation.php,870,0,0
1776040332470,380,Confirmation Request,200,OK,Load Testing Thread 1-29,text,true,,5780,364,6,6,https://blazedemo.com/confirmation.php,375,0,0
1776040332071,814,Confirmation Request,200,OK,Load Testing Thread 1-33,text,true,,5780,364,5,5,https://blazedemo.com/confirmation.php,809,0,0
1776040331425,1511,Confirmation Request,200,OK,Load Testing Thread 1-18,text,true,,5780,364,4,4,https://blazedemo.com/confirmation.php,1506,0,0
1776040331612,1376,Confirmation Request,200,OK,Load Testing Thread 1-6,text,true,,5780,364,3,3,https://blazedemo.com/confirmation.php,1370,0,0
1776040332965,296,Confirmation Request,200,OK,Load Testing Thread 1-28,text,true,,5780,364,2,2,https://blazedemo.com/confirmation.php,288,0,0
1776040331915,1646,Confirmation Request,200,OK,Load Testing Thread 1-26,text,true,,5780,364,1,1,https://blazedemo.com/confirmation.php,1642,0,0
